title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 063E 06 S316,LE 063E 06 S316,LE063E06S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,8.91,8.91,1.56,15.6,0.1591,1.591,159.1,1591,0.891,0.891,0.156,1.56,0.01591,0.1591,15.91,159.1,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,26.4819,26.5,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,11.87,11.87,52.8,5.3842,5384.2,3.645,3.645,92.58,9.258,1.752,1.752,44.5,4.45,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.03711,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 07 M,LE 063E 07 M,LE063E07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,2.75,2.75,69.85,6.985,0.05,0.05,1.27,0.127,9.1,9.1,1.594,15.94,0.1625,1.625,162.5,1625,0.91,0.91,0.1594,1.594,0.01625,0.1625,16.25,162.5,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,31.1148,31.1,0.063,0.063,1.6,0.16,Standard Loops,2,2,8.896,0.9072,907.2,0.4,0.4,1.7793,0.18144,181.44,19,19,84.516,8.6184,8618.4,4.62,4.62,117.35,11.735,2.002,2.002,50.85,5.085,Factory Option,Zinc Plate and Bake per ASTM B633,0.04234,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 07 S,LE 063E 07 S,LE063E07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,2.75,2.75,69.85,6.985,0.05,0.05,1.27,0.127,7.58,7.58,1.328,13.28,0.1354,1.354,135.4,1354,0.758,0.758,0.1328,1.328,0.01354,0.1354,13.54,135.4,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,31.1285,31.1,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,15.827,15.827,70.402,7.1791,7179.1,4.62,4.62,117.35,11.735,2.002,2.002,50.85,5.085,Factory Option,Passivate per ASTM A967,0.04316,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 07 S316,LE 063E 07 S316,LE063E07S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,2.75,2.75,69.85,6.985,0.05,0.05,1.27,0.127,7.58,7.58,1.328,13.28,0.1354,1.354,135.4,1354,0.758,0.758,0.1328,1.328,0.01354,0.1354,13.54,135.4,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,31.1285,31.1,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,11.87,11.87,52.8,5.3842,5384.2,4.096,4.096,104.04,10.404,2.002,2.002,50.85,5.085,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.04316,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 08 M,LE 063E 08 M,LE063E08M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,3,3,76.2,7.62,0.05,0.05,1.27,0.127,8.2,8.2,1.436,14.36,0.1464,1.464,146.4,1464,0.82,0.82,0.1436,1.436,0.01464,0.1464,14.64,146.4,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,34.5298,34.5,0.063,0.063,1.6,0.16,Standard Loops,2,2,8.896,0.9072,907.2,0.4,0.4,1.7793,0.18144,181.44,19,19,84.516,8.6184,8618.4,5.07,5.07,128.78,12.878,2.252,2.252,57.2,5.72,Factory Option,Zinc Plate and Bake per ASTM B633,0.0467,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 08 S,LE 063E 08 S,LE063E08S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,3,3,76.2,7.62,0.05,0.05,1.27,0.127,6.83,6.83,1.196,11.96,0.122,1.22,122,1220,0.683,0.683,0.1196,1.196,0.0122,0.122,12.2,122,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,34.5467,34.5,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,15.827,15.827,70.402,7.1791,7179.1,5.07,5.07,128.78,12.878,2.252,2.252,57.2,5.72,Factory Option,Passivate per ASTM A967,0.04761,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 08 S316,LE 063E 08 S316,LE063E08S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,3,3,76.2,7.62,0.05,0.05,1.27,0.127,6.83,6.83,1.196,11.96,0.122,1.22,122,1220,0.683,0.683,0.1196,1.196,0.0122,0.122,12.2,122,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,34.5467,34.5,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,11.87,11.87,52.8,5.3842,5384.2,4.493,4.493,114.12,11.412,2.252,2.252,57.2,5.72,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.04761,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 09 M,LE 063E 09 M,LE063E09M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,3.5,3.5,88.9,8.89,0.06,0.06,1.52,0.152,6.7,6.7,1.173,11.73,0.1196,1.196,119.6,1196,0.67,0.67,0.1173,1.173,0.01196,0.1196,11.96,119.6,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,42.2604,42.3,0.063,0.063,1.6,0.16,Standard Loops,2,2,8.896,0.9072,907.2,0.4,0.4,1.7793,0.18144,181.44,19,19,84.516,8.6184,8618.4,6.04,6.04,153.42,15.342,2.752,2.752,69.9,6.99,Factory Option,Zinc Plate and Bake per ASTM B633,0.05659,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 09 S,LE 063E 09 S,LE063E09S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,3.5,3.5,88.9,8.89,0.06,0.06,1.52,0.152,5.58,5.58,0.977,9.77,0.0996,0.996,99.6,996,0.558,0.558,0.0977,0.977,0.00996,0.0996,9.96,99.6,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,42.2857,42.3,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,15.827,15.827,70.402,7.1791,7179.1,6.04,6.04,153.42,15.342,2.752,2.752,69.9,6.99,Factory Option,Passivate per ASTM A967,0.0577,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 09 S316,LE 063E 09 S316,LE063E09S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,3.5,3.5,88.9,8.89,0.06,0.06,1.52,0.152,5.58,5.58,0.977,9.77,0.0996,0.996,99.6,996,0.558,0.558,0.0977,0.977,0.00996,0.0996,9.96,99.6,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,42.2857,42.3,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,11.87,11.87,52.8,5.3842,5384.2,5.328,5.328,135.33,13.533,2.752,2.752,69.9,6.99,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.0577,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 10 M,LE 063E 10 M,LE063E10M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,4,4,101.6,10.16,0.06,0.06,1.52,0.152,5.6,5.6,0.981,9.81,0.1,1,100,1000,0.56,0.56,0.0981,0.981,0.01,0.1,10,100,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,50.5616,50.6,0.063,0.063,1.6,0.16,Standard Loops,2,2,8.896,0.9072,907.2,0.4,0.4,1.7793,0.18144,181.44,19,19,84.516,8.6184,8618.4,7.04,7.04,178.82,17.882,3.252,3.252,82.6,8.26,Factory Option,Zinc Plate and Bake per ASTM B633,0.0672,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 10 S,LE 063E 10 S,LE063E10S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,4,4,101.6,10.16,0.06,0.06,1.52,0.152,4.66,4.66,0.816,8.16,0.0832,0.832,83.2,832,0.466,0.466,0.0816,0.816,0.00832,0.0832,8.32,83.2,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,50.6339,50.6,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,15.827,15.827,70.402,7.1791,7179.1,7.04,7.04,178.82,17.882,3.252,3.252,82.6,8.26,Factory Option,Passivate per ASTM A967,0.06857,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 10 S316,LE 063E 10 S316,LE063E10S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,4,4,101.6,10.16,0.06,0.06,1.52,0.152,4.66,4.66,0.816,8.16,0.0832,0.832,83.2,832,0.466,0.466,0.0816,0.816,0.00832,0.0832,8.32,83.2,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,50.6339,50.6,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,11.87,11.87,52.8,5.3842,5384.2,6.189,6.189,157.2,15.72,3.252,3.252,82.6,8.26,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.06857,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 11 M,LE 063E 11 M,LE063E11M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,4.5,4.5,114.3,11.43,0.075,0.075,1.91,0.191,4.8,4.8,0.841,8.41,0.0857,0.857,85.7,857,0.48,0.48,0.0841,0.841,0.00857,0.0857,8.57,85.7,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,58.9885,59,0.063,0.063,1.6,0.16,Standard Loops,2,2,8.896,0.9072,907.2,0.4,0.4,1.7793,0.18144,181.44,19,19,84.516,8.6184,8618.4,8.04,8.04,204.22,20.422,3.752,3.752,95.3,9.53,Factory Option,Zinc Plate and Bake per ASTM B633,0.07797,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 11 S,LE 063E 11 S,LE063E11S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,4.5,4.5,114.3,11.43,0.075,0.075,1.91,0.191,4,4,0.701,7.01,0.0714,0.714,71.4,714,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.14,71.4,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,58.9885,59,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,15.827,15.827,70.402,7.1791,7179.1,8.04,8.04,204.22,20.422,3.752,3.752,95.3,9.53,Factory Option,Passivate per ASTM A967,0.07946,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 11 S316,LE 063E 11 S316,LE063E11S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,4.5,4.5,114.3,11.43,0.075,0.075,1.91,0.191,4,4,0.701,7.01,0.0714,0.714,71.4,714,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.14,71.4,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,58.9885,59,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,11.87,11.87,52.8,5.3842,5384.2,7.051,7.051,179.1,17.91,3.752,3.752,95.3,9.53,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.07946,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 12 M,LE 063E 12 M,LE063E12M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,5,5,127,12.7,0.075,0.075,1.91,0.191,4.3,4.3,0.753,7.53,0.0768,0.768,76.8,768,0.43,0.43,0.0753,0.753,0.00768,0.0768,7.68,76.8,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,65.8477,65.8,0.063,0.063,1.6,0.16,Standard Loops,2,2,8.896,0.9072,907.2,0.4,0.4,1.7793,0.18144,181.44,19,19,84.516,8.6184,8618.4,8.95,8.95,227.33,22.733,4.252,4.252,108,10.8,Factory Option,Zinc Plate and Bake per ASTM B633,0.08674,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 12 S,LE 063E 12 S,LE063E12S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,5,5,127,12.7,0.075,0.075,1.91,0.191,3.58,3.58,0.627,6.27,0.0639,0.639,63.9,639,0.358,0.358,0.0627,0.627,0.00639,0.0639,6.39,63.9,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,65.909,65.9,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,15.827,15.827,70.402,7.1791,7179.1,8.95,8.95,227.33,22.733,4.252,4.252,108,10.8,Factory Option,Passivate per ASTM A967,0.08847,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063E 12 S316,LE 063E 12 S316,LE063E12S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.5,0.5,12.7,1.27,0.01,0.01,0.25,0.025,5,5,127,12.7,0.075,0.075,1.91,0.191,3.58,3.58,0.627,6.27,0.0639,0.639,63.9,639,0.358,0.358,0.0627,0.627,0.00639,0.0639,6.39,63.9,0.374,0.374,9.5,0.95,REF,Reference,Reference,Reference,65.909,65.9,0.063,0.063,1.6,0.16,Standard Loops,1.666,1.666,7.411,0.7557,755.7,0.3332,0.3332,1.4821,0.15114,151.14,11.87,11.87,52.8,5.3842,5384.2,7.85,7.85,199.39,19.939,4.252,4.252,108,10.8,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.08847,0.374,0.374,9.5,0.95,Random,0.063,0.063,1.6,0.16
LE 063F 01 M,LE 063F 01 M,LE063F01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.625,0.625,15.88,1.588,0.015,0.015,0.38,0.038,2,2,50.8,5.08,0.04,0.04,1.02,0.102,8.9,8.9,1.559,15.59,0.1589,1.589,158.9,1589,0.89,0.89,0.1559,1.559,0.01589,0.1589,15.89,158.9,0.499,0.499,12.67,1.267,REF,Reference,Reference,Reference,14.9573,15,0.063,0.063,1.6,0.16,Standard Loops,1.5,1.5,6.672,0.6804,680.4,0.3,0.3,1.3345,0.13608,136.08,15,15,66.723,6.804,6804,3.52,3.52,89.41,8.941,1.002,1.002,25.45,2.545,Factory Option,Zinc Plate and Bake per ASTM B633,0.02788,0.499,0.499,12.67,1.267,Random,0.063,0.063,1.6,0.16
LE 063F 01 S,LE 063F 01 S,LE063F01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.625,0.625,15.88,1.588,0.015,0.015,0.38,0.038,2,2,50.8,5.08,0.04,0.04,1.02,0.102,7.41,7.41,1.298,12.98,0.1323,1.323,132.3,1323,0.741,0.741,0.1298,1.298,0.01323,0.1323,13.23,132.3,0.499,0.499,12.67,1.267,REF,Reference,Reference,Reference,14.9708,15,0.063,0.063,1.6,0.16,Standard Loops,1.2495,1.2495,5.558,0.5668,566.8,0.2499,0.2499,1.1116,0.11335,113.35,12.495,12.495,55.581,5.6677,5667.7,3.52,3.52,89.41,8.941,1.002,1.002,25.45,2.545,Factory Option,Passivate per ASTM A967,0.02843,0.499,0.499,12.67,1.267,Random,0.063,0.063,1.6,0.16
LE 063F 01 S316,LE 063F 01 S316,LE063F01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.625,0.625,15.88,1.588,0.015,0.015,0.38,0.038,2,2,50.8,5.08,0.04,0.04,1.02,0.102,7.41,7.41,1.298,12.98,0.1323,1.323,132.3,1323,0.741,0.741,0.1298,1.298,0.01323,0.1323,13.23,132.3,0.499,0.499,12.67,1.267,REF,Reference,Reference,Reference,14.9708,15,0.063,0.063,1.6,0.16,Standard Loops,1.2495,1.2495,5.558,0.5668,566.8,0.2499,0.2499,1.1116,0.11335,113.35,9.371,9.371,41.684,4.2507,4250.7,3.096,3.096,78.64,7.864,1.002,1.002,25.45,2.545,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.02843,0.499,0.499,12.67,1.267,Random,0.063,0.063,1.6,0.16
LE 063F 02 M,LE 063F 02 M,LE063F02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.625,0.625,15.88,1.588,0.015,0.015,0.38,0.038,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,6.7,6.7,1.173,11.73,0.1196,1.196,119.6,1196,0.67,0.67,0.1173,1.173,0.01196,0.1196,11.96,119.6,0.499,0.499,12.67,1.267,REF,Reference,Reference,Reference,19.8687,19.9,0.063,0.063,1.6,0.16,Standard Loops,1.5,1.5,6.672,0.6804,680.4,0.3,0.3,1.3345,0.13608,136.08,15,15,66.723,6.804,6804,4.26,4.26,108.2,10.82,1.252,1.252,31.8,3.18,Factory Option,Zinc Plate and Bake per ASTM B633,0.03596,0.499,0.499,12.67,1.267,Random,0.063,0.063,1.6,0.16
LE 063F 02 S,LE 063F 02 S,LE063F02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.625,0.625,15.88,1.588,0.015,0.015,0.38,0.038,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,5.58,5.58,0.977,9.77,0.0996,0.996,99.6,996,0.558,0.558,0.0977,0.977,0.00996,0.0996,9.96,99.6,0.499,0.499,12.67,1.267,REF,Reference,Reference,Reference,19.8805,19.9,0.063,0.063,1.6,0.16,Standard Loops,1.2495,1.2495,5.558,0.5668,566.8,0.2499,0.2499,1.1116,0.11335,113.35,12.495,12.495,55.581,5.6677,5667.7,4.26,4.26,108.2,10.82,1.252,1.252,31.8,3.18,Factory Option,Passivate per ASTM A967,0.03666,0.499,0.499,12.67,1.267,Random,0.063,0.063,1.6,0.16
LE 063F 02 S316,LE 063F 02 S316,LE063F02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.625,0.625,15.88,1.588,0.015,0.015,0.38,0.038,2.25,2.25,57.15,5.715,0.05,0.05,1.27,0.127,5.58,5.58,0.977,9.77,0.0996,0.996,99.6,996,0.558,0.558,0.0977,0.977,0.00996,0.0996,9.96,99.6,0.499,0.499,12.67,1.267,REF,Reference,Reference,Reference,19.8805,19.9,0.063,0.063,1.6,0.16,Standard Loops,1.2495,1.2495,5.558,0.5668,566.8,0.2499,0.2499,1.1116,0.11335,113.35,9.371,9.371,41.684,4.2507,4250.7,3.705,3.705,94.11,9.411,1.252,1.252,31.8,3.18,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.03666,0.499,0.499,12.67,1.267,Random,0.063,0.063,1.6,0.16
LE 063F 03 M,LE 063F 03 M,LE063F03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.625,0.625,15.88,1.588,0.015,0.015,0.38,0.038,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,5.8,5.8,1.016,10.16,0.1036,1.036,103.6,1036,0.58,0.58,0.1016,1.016,0.01036,0.1036,10.36,103.6,0.499,0.499,12.67,1.267,REF,Reference,Reference,Reference,22.9517,23,0.063,0.063,1.6,0.16,Standard Loops,1.5,1.5,6.672,0.6804,680.4,0.3,0.3,1.3345,0.13608,136.08,15,15,66.723,6.804,6804,4.83,4.83,122.68,12.268,1.502,1.502,38.15,3.815,Factory Option,Zinc Plate and Bake per ASTM B633,0.04102,0.499,0.499,12.67,1.267,Random,0.063,0.063,1.6,0.16
LE 063F 03 S,LE 063F 03 S,LE063F03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.625,0.625,15.88,1.588,0.015,0.015,0.38,0.038,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,4.83,4.83,0.846,8.46,0.0863,0.863,86.3,863,0.483,0.483,0.0846,0.846,0.00863,0.0863,8.63,86.3,0.499,0.499,12.67,1.267,REF,Reference,Reference,Reference,22.9676,23,0.063,0.063,1.6,0.16,Standard Loops,1.2495,1.2495,5.558,0.5668,566.8,0.2499,0.2499,1.1116,0.11335,113.35,12.495,12.495,55.581,5.6677,5667.7,4.83,4.83,122.68,12.268,1.502,1.502,38.15,3.815,Factory Option,Passivate per ASTM A967,0.04183,0.499,0.499,12.67,1.267,Random,0.063,0.063,1.6,0.16
